name,cas,chemcode,species,td50_log_min,td50_min,td50_log_mean,td50_mean,td50_log_median,td50_median,td50_harmonic,td50_log_harmonic,smiles,carc_class_multi,carc_class
DIHYDROSAFROLE,94-58-6,dhs,r,1.927883410330707,84.7,5.929885132654539,1.25e+30,2.4230138376821895,267.5,192.6587665606919,5.989354907511184,CCCc1ccc2c(c1)OCO2,2.0,1.0
"2-(2,2-DIMETHYLHYDRAZINO)-4-(5-NITRO-2-FURYL)THIAZOLE",26049-69-4,dht,r,-0.40782324260413316,0.391,18.760872872359965,6e+30,31.0,1e+31,1.9092025642561858,1.4607448030502617,CN(C)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,4.0,1.0
DI(2-ETHYLHEXYL)PHTHALATE,117-81-7,dhx,r,2.5440680443502757,350.0,4.508771495565927,4.918032786885246e+29,3.1271047983648077,1340.0,1115.875933389437,7.475126232753322,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,2.0,1.0
"5,6-DIHYDRO-5-AZACYTIDINE",62488-57-7,dhz,r,1.3159703454569178,20.7,16.15798517272846,5e+30,16.15798517272846,5e+30,41.4,5.900255059590296,NC1=NCN(C2OC(CO)C(O)C2O)C(=O)N1,3.0,1.0
DIALLATE,2303-16-4,dia,m,1.1931245983544616,15.6,2.1935387514261806,645.4333333333333,2.133961145765559,138.5,58.873824528179945,4.559507684366434,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,3.0,1.0
DACARBAZINE,4342-03-4,dic,m,-0.22548303427145044,0.595,3.8395580267689806,1.0526315789473684e+30,0.8162412999917831,6.55,2.353645846441964,1.331781755273853,CN(C)NN=C1N=CN=C1C(N)=O,4.0,1.0
DIELDRIN,60-57-1,die,r,-0.6439741428068773,0.227,12.190961176976405,3.8095238095238106e+30,1.3926969532596658,24.7,2.4973640505116586,1.576269865114676,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.0,1.0
"1,2-DIFORMYLHYDRAZINE",628-36-4,dif,m,2.7489628612561616,561.0,3.510330386064962,12587.7,3.4962789679306807,3350.0,1410.3874524054017,7.803741170255366,O=CNNC=O,2.0,0.0
"24R,25-DIHYDROXYVITAMIN D3",55721-11-4,dih,r,-0.09528445472131904,0.803,15.45235777263934,5e+30,15.45235777263934,5e+30,1.606,1.1692483215458098,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)(C)O,4.0,1.0
DIMETHYLACETAMIDE,127-19-5,dim,m,3.7781512503836434,6000.0,21.98312086359825,6.666666666666666e+30,31.0,1e+31,24750.0,21.709202082684666,CC(=O)N(C)C,0.0,0.0
"1,4-DIOXANE",123-91-1,dio,r,1.6074550232146685,40.5,4.083303240276203,3.773584905660377e+29,2.9921114877869495,982.0,366.89725354672584,6.798459561122681,C1COCCO1,2.0,1.0
"2,4-DICHLOROPHENOXYACETIC ACID",94-75-7,dip,m,1.7442929831226763,55.5,18.47348841821937,5.555555555555554e+30,31.0,1e+31,477.41543404057404,12.283805167680375,O=C(O)COc1ccc(Cl)cc1Cl,1.0,0.0
TETRAETHYLTHIURAM DISULFIDE,97-77-8,dis,r,1.0043213737826426,10.1,14.27257329032059,4.166666666666665e+30,3.221568883697644,1685.0,99.07799944238658,7.692004508041936,CCN(CC)C(=S)SSC(=S)N(CC)CC,2.0,0.0
DITHIOOXAMIDE,79-40-3,dit,r,1.100370545117563,12.6,1.100370545117563,12.6,1.100370545117563,12.6,12.600000000000001,2.6100697927420065,NC(=S)C(N)=S,4.0,1.0
DIETHYLFORMAMIDE,617-84-5,diy,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CCN(C=O)CC,0.0,0.0
dl-DOPA,63-84-3,dld,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,NC(Cc1ccc(O)c(O)c1)C(=O)O,0.0,0.0
dl-ETHIONINE,67-21-0,dle,r,0.7193312869837266,5.24,11.346684818011573,3.225806451612902e+30,2.3710678622717363,235.0,54.179641543697336,5.877643170854536,CCSCCC(N)C(=O)O,3.0,1.0
dl-METHIONINE,59-51-8,dlm,r,3.3010299956639813,2000.0,14.51408616988453,4e+30,3.6503075231319366,4470.0,5186.193355496553,12.545706604743568,CSCCC(N)C(=O)O,1.0,0.0
"(R,R)-DILEVALOL.HCl",75659-08-4,dlv,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.[Cl-].[H+],0.0,0.0
DIALLYLNITROSAMINE,16338-97-9,dly,r,0.18752072083646307,1.54,3.9271509498531896,9.090909090909091e+29,1.506505032404872,32.1,6.204165794779605,2.3022791214760114,C=CCN(CC=C)N=O,4.0,1.0
"1,2-DIMETHYLHYDRAZINE.2HCl",306-37-6,dm2,h,-0.9913998282380825,0.102,0.9497253050178627,3.225806451612903e+29,-0.03763066432997889,0.917,0.4499082550138452,0.3783780701644793,CNNC.[Cl-].[Cl-].[H+].[H+],4.0,1.0
DIMETHYLNITRAMINE,4164-28-7,dma,r,-0.5917600346881504,0.256,-0.04654706724557872,2.7403333333333335,-0.4434195410815298,0.36250000000000004,0.46455381790326955,0.38714366993167243,CN(C)[N+](=O)[O-],4.0,1.0
"6-DIMETHYLAMINO-4,4-DIPHENYL-3-HEPTANONE.HCl",1095-90-5,dmd,m,1.6283889300503116,42.5,14.479168694570113,4.166666666666666e+30,3.240333973910897,1775.0,348.10768967176426,9.520803659285232,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.[Cl-].[H+],1.0,0.0
2-DIMETHYLAMINOETHANOL,108-01-0,dme,m,3.220108088040055,1660.0,10.380787137354577,2.5e+30,3.6515202306891275,4855.0,3684.36989456359,10.32832732630107,CN(C)CCO,1.0,0.0
DIMETHYLFORMAMIDE,68-12-2,dmf,m,3.4216039268698313,2640.0,12.771857642685498,3.333333333333333e+30,3.8612017768829934,9570.0,5622.11981618511,11.854051928705763,CN(C)C=O,1.0,0.0
dl-MONOSODIUM GLUTAMATE,32221-81-1,dmg,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,NC(CCC(=O)[O-])C(=O)O.[Na+],0.0,0.0
"1,1-DIMETHYLHYDRAZINE",57-14-7,dmh,m,0.32014628611105395,2.09,6.551472209598883,1.6666666666666662e+30,1.659831965344072,45.7,16.22200352815596,3.5977913971182702,CN(C)N,3.0,1.0
N-NITROSODIMETHYLAMINE,62-75-9,dmn,r,-1.3726341434072673,0.0424,2.9087970717664176,7.276363636363636e+29,-0.4294570601181025,0.372,0.22116019655704497,0.202779856430384,CN(C)N=O,4.0,1.0
DIMETHOATE,60-51-5,dmo,r,1.3443922736851108,22.1,17.647820360331124,5.384615384615383e+30,31.0,1e+31,167.06351185324186,9.282953574877569,CNC(=O)CSP(=S)(OC)OC,2.0,0.0
"2,5-DIMETHOXY-4'-AMINOSTILBENE",5803-51-0,dms,m,-0.5702477199975919,0.269,2.732085051179471,5.8823529411764705e+29,0.41664050733828095,2.61,1.5115811650718904,1.0268848322225848,COc1ccc(OC)c(C=Cc2ccc(N)cc2)c1,4.0,1.0
DIMETHOXANE,828-00-2,dmx,r,2.622214022966295,419.0,10.729312536151957,2.631578947368421e+30,3.8305886686851442,6770.0,2377.3107020781617,10.286283197076088,CC(=O)OC1CC(C)OC(C)O1,1.0,0.0
"3,3'-DIMETHYLBENZIDINE.2HCl",612-82-8,dmz,m,-0.4762535331884355,0.334,2.020294766188777,4.10958904109589e+29,0.7611758131557314,5.77,2.363987611674941,1.320190680777249,Cc1cc(-c2ccc(N)c(C)c2)ccc1N.[Cl-].[Cl-].[H+].[H+],4.0,1.0
DIPENTYLNITROSAMINE,13256-06-9,dna,r,0.43933269383026263,2.75,0.6592142866651677,5.16,0.6592142866651677,5.16,4.034399224806202,1.6365799032894857,CCCCCN(CCCCC)N=O,4.0,1.0
"1-NITROSO-3,5-DIMETHYL-4-BENZOYLPIPERAZINE",61034-40-0,dnb,r,0.9590413923210935,9.1,8.591405611401605,2.5e+30,1.2032905266426623,18.03,15.917954627295641,3.4156919027733093,CC1CN(N=O)CC(C)N1C(=O)c1ccccc1,3.0,1.0
DINITROSOCAFFEIDINE,145438-97-7,dnc,r,-0.7375489102695706,0.183,-0.7375489102695706,0.183,-0.7375489102695706,0.183,0.183,0.16805358499624976,CN(N=O)C(=O)c1c(N(C)N=O)ncn1C,4.0,1.0
"1,4-DINITROSO-2,6-DIMETHYLPIPERAZINE",55380-34-2,dnd,h,-0.030584087646018613,0.932,0.540223159296365,4.593,0.6361993162277023,4.57,2.3787055517284883,1.2546958324440514,CC1CN(N=O)CC(C)N1N=O,4.0,1.0
DIPHENYLACETONITRILE,86-29-3,dne,m,1.6665179805548809,46.4,16.680578621232176,4.999999999999999e+30,17.27935428526658,5e+30,262.56209642707046,9.654178813907683,N#CC(c1ccccc1)c1ccccc1,1.0,0.0
DINITROSOHOMOPIPERAZINE,55557-00-1,dnh,r,-1.5272435506827877,0.0297,4.046582974915139,1.5384615384615383e+30,-0.6840296545430823,0.207,0.10854383287652275,0.1038970147315585,O=NN1CCCN(N=O)CC1,4.0,1.0
"1,2-DIMETHYL-5-NITROIMIDAZOLE",551-92-8,dni,r,1.2304489213782739,17.0,11.153632614252183,3.333333333333333e+30,1.2304489213782739,17.0,25.5,4.249520440571285,Cc1ncc([N+](=O)[O-])n1C,3.0,1.0
"DIMETHYLAMINOETHYLNITROSOETHYLUREA, NITRITE SALT",142713-78-8,dnm,r,-0.1524273408578878,0.704,6.067289514008823,1.8181818181818182e+30,0.7283537820212285,5.35,2.80623905091547,1.4955967638247964,CC[NH2+]C(=O)N(CCN(C)C)N=O.O=N[O-],4.0,1.0
DIISONONYL PHTHALATE,68515-48-0,dnp,r,2.424881636631067,266.0,4.372779444071665,3.333333333333333e+29,3.447849363479653,2805.0,1646.9239291361027,8.030829142644116,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,2.0,0.0
"2,3-DICHLORO-1,4-NAPHTHOQUINONE",117-80-6,dnq,m,0.5105450102066121,3.24,16.04192186562128,4.999999999999999e+30,16.211622936968404,5e+30,17.510704206660805,4.588141447357051,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,3.0,1.0
INDOLE,120-72-9,dol,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,c1ccc2[nH]ccc2c1,0.0,0.0
DEOXYNIVALENOL,51481-10-8,don,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,0.0,0.0
DOPAMINE.HCl,62-31-7,dop,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,NCCc1ccc(O)c(O)c1.[Cl-].[H+],0.0,0.0
"DECABROMODIPHENYL OXIDE, TECHNICAL GRADE (77.4% DBDPO, 21.8% NONABROMODIPHENYL OXIDE, 0.8% OCTABROMODIPHENYL OXIDE)",1163-19-5,dox,r,-0.005682847330363273,0.987,11.407831133219585,2.8571428571428566e+30,4.049218022670182,11200.0,20.667437951624585,6.678541970575613,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,2.0,1.0
"2,4-DICHLOROPHENOXYACETIC ACID, n-BUTYL ESTER",94-80-4,dpb,m,1.4727564493172123,29.7,21.24257443894248,6.666666666666665e+30,31.0,1e+31,141.07253053189575,10.62960384802747,CCCCOC(=O)COc1ccc(Cl)cc1Cl,1.0,0.0
"DINITRO(1-METHYLHEPTYL)PHENYL CROTONATE, COMMERCIAL GRADE (78%)",6119-92-2,dpc,m,-0.3925449767853314,0.405,13.177184921765935,4.166666666666666e+30,1.1782901643201291,15.5,2.528392803988066,1.5958795737123155,CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],4.0,1.0
DICYCLOPENTADIENE DIOXIDE,81-21-0,dpd,m,2.173186268412274,149.0,6.333531570654298,1.25e+30,2.9327799758816777,859.5,437.75523367624777,7.095409932980823,C1C2OC2C2C1C1CC2C2OC12,2.0,1.0
DIPHENYLCARBONATE,102-09-0,dpe,m,1.4014005407815442,25.2,14.123572135559613,4.166666666666666e+30,2.367355921026019,233.0,139.3490836792672,7.573115971289019,O=C(Oc1ccccc1)Oc1ccccc1,2.0,1.0
"5,5-DIPHENYLHYDANTOIN",57-41-0,dph,r,1.7715874808812553,59.1,13.198528732467501,3.6842105263157883e+30,3.1736454879280513,1570.0,305.591631231511,8.699769557313271,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.0,0.0
N-NITROSODIPROPYLAMINE,621-64-7,dpn,r,-1.91721462968355,0.0121,4.2346480011978995,1.6666666666666665e+30,-0.7304870557820837,0.186,0.03370367258500402,0.03324619901859519,CCCN(CCC)N=O,4.0,1.0
DI(N-NITROSO)-PERHYDROPYRIMIDINE,15973-99-6,dpp,r,-0.7798919119599449,0.166,-0.7798919119599449,0.166,-0.7798919119599449,0.166,0.166,0.15357908792830058,O=NN1CCCN(N=O)C1,4.0,1.0
"N,N-DINITROSOPENTAMETHYLENETETRAMINE",101-25-7,dpt,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=NN1CN2CN(C1)CN(N=O)C2,0.0,0.0
DINITROSOPIPERAZINE,140-79-4,dpz,m,0.30319605742048883,2.01,10.90646064977012,3.333333333333333e+30,0.9395192526186185,8.7,7.4392151778998326,2.7440421762279494,O=NN1CCN(N=O)CC1,3.0,1.0
"1,2-DIHYDRO-2-(5-NITRO-2-THIENYL)QUINAZOLIN-4(3H)-ONE",33389-33-2,dqo,r,0.1846914308175988,1.53,0.6542715358923423,7.415,0.6542715358923423,7.415,2.7443020903573836,1.3762401077907391,O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,4.0,1.0
D & C RED NO. 9,5160-02-1,dr9,r,2.0170333392987803,104.0,7.256324645598818,1.5e+30,3.0569048513364727,1140.0,513.1693389527544,7.731665331631238,Cc1cc(NN=C2C(=O)C=Cc3ccccc32)c(S(=O)(=O)[O-])cc1Cl.Cc1cc(NN=C2C(=O)C=Cc3ccccc32)c(S(=O)(=O)[O-])cc1Cl.[Ba+2],2.0,0.0
DESERPIDINE,131-01-1,drp,r,0.10720996964786837,1.28,0.10720996964786837,1.28,0.10720996964786837,1.28,1.28,0.8241754429663495,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,4.0,1.0
DAMINOZIDE,1596-84-5,dsa,m,2.9444826721501687,880.0,7.143946378113694,1.3043478260869564e+30,3.531478917042255,3400.0,2814.6502111436826,9.140105930467927,CN(C)NC(=O)CCC(=O)O,2.0,0.0
"5,6-DIMETHOXYSTERIGMATOCYSTIN",65176-75-2,dsc,r,-0.3979400086720376,0.4,12.29768306617729,4e+30,0.13353890837021754,1.36,0.9995844587575317,0.781962605319015,COc1cc(O)c2c(=O)c3c(OC)cc4c(c3oc2c1OC)C1C=COC1O4,4.0,1.0
DISODIUM 5'-RIBONUCLEOTIDE,80702-47-2,dsr,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.[Na+].[Na+],0.0,0.0
"2,4-DINITRO-6-tert-BUTHYLPHENYL METHANESULFONATE",29110-68-7,dtb,r,0.424881636631067,2.66,23.356220409157768,7.5e+30,31.0,1e+31,10.64,4.921482067968454,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OS(C)(=O)=O,3.0,1.0
SELENIUM DIETHYLDITHIOCARBAMATE,5456-28-0,dtc,m,-0.19517932127883766,0.638,9.979662979971028,3.0769230769230766e+30,1.0086001717619175,10.2,3.417778120044863,1.8239428118243577,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Se+4],4.0,1.0
DIPENTAMETHYLENETHIURAM HEXASULFIDE,971-15-3,dth,m,1.7201593034059568,52.5,16.478724956999056,4.999999999999999e+30,16.539590623023813,5e+30,173.54217601726654,8.466253247834626,S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1,2.0,0.0
DELTAMETHRIN,52918-63-5,dtm,m,0.6627578316815741,4.6,24.111396287553912,7.69230769230769e+30,31.0,1e+31,42.726091182705034,9.673107607266589,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1.0,0.0
"2,4-DINITROPHENOL",51-28-5,dtp,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0.0,0.0
dl-TRYPTOPHAN,54-12-6,dtr,r,3.167317334748176,1470.0,27.376488285180354,8.666666666666663e+30,31.0,1e+31,21026.523523839598,36.04309910137693,NC(Cc1c[nH]c2ccccc12)C(=O)O,0.0,0.0
"2,4-DINITROPHENOL, SODIUM",1011-73-0,dts,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=[N+]([O-])c1ccc([O-])c([N+](=O)[O-])c1.[Na+],0.0,0.0
"5,7-DIMETHOXYCYCLOPENTENONE[3,2-c]COUMARIN",1150-42-1,dxc,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,COc1cc(OC)c2c3c(c(=O)oc2c1)C(=O)CC3,0.0,0.0
DOXEFAZEPAM,40762-15-0,dxf,r,0.9561684304753633,9.04,6.858693434010721,1.5384615384615383e+30,2.5634810853944106,366.0,59.31729058537413,5.652979981518085,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,3.0,1.0
"5,7-DIMETHOXYCYCLOPENTENE[c]COUMARIN",1146-71-0,dxp,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,COc1cc(OC)c2c3c(c(=O)oc2c1)CCC3,0.0,0.0
DOXYLAMINE SUCCINATE,562-10-7,dxy,r,1.890979596989689,77.8,16.346528749675848,4.82758620689655e+30,3.514547752660286,3270.0,468.96415827095325,10.579212261742217,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,1.0,0.0
DIPYRONE,68-89-3,dyn,m,2.515873843711679,328.0,10.346668738616993,2.5e+30,3.886562497521822,7725.0,1284.946850427867,9.77096033594597,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],1.0,0.0
DIETHYLMALEATE,141-05-9,dyt,r,3.0293837776852097,1070.0,25.405876755537044,8e+30,31.0,1e+31,5350.0,25.07780773096946,CCOC(=O)C=CC(=O)OCC,0.0,0.0
DIAZEPAM,439-14-5,dzp,m,2.3096301674258988,204.0,18.119173262352447,5.454545454545452e+30,31.0,1e+31,826.7685597656684,12.103770926339868,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1.0,0.0
3-O-ETHYLASCORBIC ACID,86404-04-8,eaa,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CCOC1=C(O)C(=O)OC1C(O)CO,0.0,0.0
"Z-ETHYL-O,N,N-AZOXYMETHANE",57497-29-7,eam,r,-1.723538195826756,0.0189,8.032866310650428,2.857142857142857e+30,-0.9030899869919435,0.125,0.06794162811844293,0.06633827308092072,CC[N+](=O)[N-]C,4.0,1.0
ETHYL BROMOACETATE,105-36-2,eba,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CCOC(=O)CBr,0.0,0.0
ETHYLNITROSOCYANAMIDE,38434-77-4,ecy,r,0.4638929889859073,2.91,15.777175466137841,5e+30,15.849050272811695,5e+30,6.980796079254068,2.949320282192952,CCN(C#N)N=O,3.0,1.0
EDIFAS B,9004-32-4,edb,m,3.8915374576725643,7790.0,20.58667453055119,5.999999999999998e+30,31.0,1e+31,68812.23425123078,22.675183392890577,CC(=O)O.O=CC(O)C(O)C(O)C(O)CO.[Na],0.0,0.0
"BIS-2-HYDROXYETHYLDITHIOCARBAMIC ACID, POTASSIUM",23746-34-1,edc,m,1.4440447959180762,27.8,6.855994943972863,1.6666666666666665e+30,1.9455790951922893,97.2,74.03793630636756,5.204839688732293,OCCN(CCO)C(=S)[S-].[K+],3.0,1.0
"p,p'-ETHYL-DDD",72-56-0,edd,m,1.7331972651065695,54.1,14.227177385003952,3.999999999999999e+30,3.705007959333336,5070.0,540.4109400974951,10.388021138422383,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,1.0,0.0
"1-ETHYLENEOXY-3,4-EPOXYCYCLOHEXANE",106-87-6,eec,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,C1CC2OC2CC1C1CO1,0.0,0.0
N-ETHYL-N-FORMYLHYDRAZINE,74920-78-8,efz,m,0.3961993470957364,2.49,4.68515428053867,1.25e+30,0.8991008097084503,10.625,5.365955307611801,2.0946504769482694,CCN(N)C=O,4.0,1.0
EUGENOL,97-53-0,egl,m,2.4668676203541096,293.0,13.977676318632431,3.888888888888888e+30,3.6971662918763037,5715.0,1251.3684076342538,10.812375308210267,C=CCc1ccc(O)c(OC)c1,1.0,0.0
1-ETHYLNITROSO-3-(2-HYDROXYETHYL)-UREA,96724-44-6,ehu,h,-0.645891560852599,0.226,4.451153304694893,1.4285714285714286e+30,-0.01593792139881269,0.964,0.8004903526906367,0.6166829620120812,CCN(N=O)C(=O)NCCO,4.0,1.0
ETHYLENE IMINE,151-56-4,eim,m,-0.6516951369518393,0.223,8.674017722529088,2.857142857142857e+30,-0.1989700043360188,0.65,0.5925202522265942,0.49554581409232634,C1CN1,4.0,1.0
ETHYL ACRYLATE,140-88-5,ela,m,0.7604224834232121,5.76,18.666493846018398,5.662650602409642e+30,31.0,1e+31,147.69569812476786,10.847858067507667,C=CC(=O)OCC,1.0,0.0
ELLAGIC ACID,476-66-4,ell,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0.0,0.0
1-ETHYL-1-NITROSOUREA,759-73-9,eln,r,-1.6020599913279623,0.025,1.485723572543715,4.166666666666666e+29,0.3943245413001847,2.48,0.2975355324640638,0.26688964875684335,CCN(N=O)C(N)=O,4.0,1.0
ETHYL METHYLPHENYLGLYCIDATE,77-83-8,emp,r,2.403120521175818,253.0,6.622220841165137,1.25e+30,3.2045013517008862,1690.0,841.0937599472195,7.922018456065348,CCOC(=O)C1OC1(C)c1ccccc1,2.0,0.0
"dl-TOCOPHEROL MIXTURE, NATURAL (alpha, beta, gamma and delta)",1406-66-2,emx,m,3.5575072019056577,3610.0,12.75839256830264,3.333333333333333e+30,3.717670503002262,5220.0,6402.3329558323885,11.862393690906256,Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,1.0,0.0
ENOVID-E,8015-30-3,ene,m,-0.8210230527068306,0.151,18.29127243871472,5.806451612903224e+30,31.0,1e+31,2.55403449113526,1.8262584431935258,C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C.C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,4.0,1.0
ENFLURANE,13838-16-9,enf,m,3.9095560292411755,8120.0,14.248709055835247,3.75e+30,4.530539548403059,39900.0,20516.22453036768,14.232064613194321,FC(F)OC(F)(F)C(F)Cl,1.0,0.0
NITROSOETHYLURETHAN,614-95-9,enu,r,-1.2572748686953017,0.0553,-0.5486327886502573,0.49033125,-0.5376743104853507,0.2935,0.18376918024562827,0.16909377836459802,CCOC(=O)N(CC)N=O,4.0,1.0
ETHYLENE OXIDE,75-21-8,eod,r,0.8709888137605752,7.43,4.175474006832786,7.894736842105263e+29,1.9753041123921153,94.75,50.16368049109497,4.446436453255184,C1CO1,3.0,1.0
ETHYLPHENYLACETYLUREA,90-49-3,epa,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CCC(C(=O)NC(N)=O)c1ccccc1,0.0,0.0
EPICHLOROHYDRIN,106-89-8,epc,m,0.4065401804339551,2.55,14.823808949888194,4.5454545454545446e+30,2.6242820958356683,421.0,11.90415834590525,4.023732171563971,ClCC1CO1,3.0,1.0
4-ETHOXY-PHENYLUREA,150-69-6,eph,r,2.7299742856995555,537.0,2.7299742856995555,537.0,2.7299742856995555,537.0,537.0,6.287858560161785,CCOc1ccc(NC(N)=O)cc1,2.0,1.0
"(-)-EPIGALLOCATECHIN GALLATE (85% (-)-EPIGALLOCATECHIN GALLATE, 10% (-)-EPIGALLOCATECHIN, 5% (-)-EPICATECHIN GALLATE)",989-51-5,epi,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.0,0.0
1-ETHYLNITROSO-3-(2-OXOPROPYL)-UREA,110559-84-7,epu,h,-0.8961962790440431,0.127,3.368710387452899,1.111111111111111e+30,-0.03047262075761245,0.9335,0.6515413636548617,0.5177567902574377,CCN(N=O)C(=O)NCC(C)=O,4.0,1.0
FD & C RED NO. 3,16423-68-0,ery,r,2.0863598306747484,122.0,21.178627915893127,6.363636363636361e+30,31.0,1e+31,2467.8499449260107,19.50729447799124,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],0.0,0.0
DEHYDROEPIANDROSTERONE ACETATE,853-23-6,esa,r,1.4969296480732148,31.4,5.205070395835604,1.111111111111111e+30,1.8331471119127851,68.1,70.13878533793248,4.858934735944149,CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,3.0,1.0
4-ETHYLSULPHONYLNAPHTHALENE-1-SULFONAMIDE,842-00-2,esn,m,1.1846914308175989,15.3,1.4820862646340967,34.300000000000004,1.534026106056135,34.2,26.47233969986357,3.373374800734733,CCS(=O)(=O)c1ccc(S(N)(=O)=O)c2ccccc12,3.0,1.0
DEHYDROEPIANDROSTERONE,53-43-0,ess,r,1.8331471119127851,68.1,8.915796926797594,2.3076923076923077e+30,2.419955748489758,263.0,210.2640403180964,6.627332624856181,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,2.0,1.0
ESTAZOLAM,29975-16-4,esz,m,0.7641761323903307,5.81,17.79284580396002,5.384615384615383e+30,31.0,1e+31,114.5195309981984,9.738699635194502,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,1.0,0.0
ETHIONAMIDE,536-33-4,eta,m,1.8407332346118068,69.3,17.805225418015702,5.384615384615383e+30,31.0,1e+31,400.52919369401343,10.814490348837028,CCc1cc(C(N)=S)ccn1,1.0,0.0
ETHYLBENZENE,100-41-4,etb,r,1.3636119798921444,23.1,8.449618464141537,1.914893617021276e+30,3.307496037913213,2030.0,244.37619028041908,7.869432758806623,CCc1ccccc1,2.0,0.0
ETHYNODIOL DIACETATE,297-76-7,etd,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,0.0,0.0
